1,0.001919
2,0.001951
3,0.002127
4,0.002919
5,0.003824
6,0.003937
7,0.004360
8,0.004704
9,0.005295
10,0.006363
11,0.007104
12,0.006540
13,0.006673
14,0.007319
15,0.007651
16,0.008351
17,0.009110
18,0.008914
19,0.009492
20,0.010142
21,0.010359
22,0.011108
23,0.010385
24,0.011424
25,0.012220
26,0.012313
27,0.012524
28,0.012986
29,0.013258
30,0.014024
31,0.013975
32,0.014816
33,0.014905
34,0.014630
35,0.015766
36,0.016066
37,0.016471
38,0.016540
39,0.017353
40,0.017606
41,0.018064
42,0.018237
43,0.018752
44,0.019936
45,0.019575
46,0.019058
47,0.020097
48,0.020541
49,0.020765
50,0.021254
51,0.022173
52,0.022528
53,0.022723
54,0.022682
55,0.023273
56,0.023619
57,0.024079
58,0.023910
59,0.024427
60,0.025142
61,0.025599
62,0.025947
63,0.026949
64,0.027291
65,0.027248
66,0.027491
67,0.028155
68,0.028170
69,0.028473
70,0.028748
71,0.028895
72,0.030146
73,0.030804
74,0.030911
75,0.031096
76,0.031135
77,0.031196
78,0.031939
79,0.032586
80,0.032628
81,0.032454
82,0.033431
83,0.033656
84,0.034197
85,0.034104
86,0.035252
87,0.035179
88,0.035088
89,0.036656
90,0.036264
91,0.036726
92,0.037640
93,0.038770
94,0.037543
95,0.038382
96,0.038678
97,0.039507
98,0.040038
99,0.040475
100,0.040063
101,0.040370
102,0.041869
103,0.042437
104,0.042200
105,0.042049
106,0.042588
107,0.043687
108,0.043663
109,0.043307
110,0.044234
111,0.044664
112,0.045272
113,0.044896
114,0.045612
115,0.045870
116,0.047148
117,0.046547
118,0.047365
119,0.048339
120,0.048251
121,0.048702
122,0.049965
123,0.048963
124,0.048903
125,0.049605
126,0.049811
127,0.050059
128,0.050068
129,0.050841
130,0.051378
131,0.052110
132,0.052028
133,0.052432
134,0.052226
135,0.053332
136,0.053753
137,0.054603
138,0.054973
139,0.054902
140,0.055550
141,0.055089
142,0.055714
143,0.056223
144,0.056433
145,0.057630
146,0.057795
147,0.057851
148,0.058138
149,0.058420
150,0.058605
151,0.059217
152,0.059201
153,0.059915
154,0.061026
155,0.061212
156,0.061086
157,0.062037
158,0.061716
159,0.062160
160,0.063080
161,0.062879
162,0.063850
163,0.064066
164,0.064154
165,0.064656
166,0.065001
167,0.065590
168,0.066248
169,0.065824
170,0.066689
171,0.067386
172,0.067507
173,0.067087
174,0.067941
175,0.068597
176,0.069449
177,0.069060
178,0.069589
179,0.070273
180,0.069830
181,0.070870
182,0.071800
183,0.071525
184,0.071656
185,0.072259
186,0.073710
187,0.072781
188,0.073515
189,0.073349
190,0.074096
191,0.074518
192,0.075265
193,0.075401
194,0.075569
195,0.076834
196,0.076122
197,0.076789
198,0.077123
199,0.077865
200,0.078544
201,0.078840
202,0.078735
203,0.079317
204,0.079889
205,0.080276
206,0.080344
207,0.080510
208,0.080947
209,0.081605
210,0.081335
211,0.082332
212,0.082394
213,0.082629
214,0.083361
215,0.083701
216,0.084719
217,0.084853
218,0.084542
219,0.085291
220,0.085390
221,0.086024
222,0.086422
223,0.086486
224,0.086995
225,0.087559
226,0.087767
227,0.088199
228,0.089337
229,0.089286
230,0.088994
231,0.089855
232,0.090618
233,0.090507
234,0.091230
235,0.091580
236,0.091859
237,0.092369
238,0.092771
239,0.092840
240,0.093173
241,0.093496
242,0.093866
243,0.094241
244,0.094408
245,0.095352
246,0.095160
247,0.096039
248,0.096200
249,0.096834
250,0.096708
251,0.097986
252,0.098722
253,0.098418
254,0.098883
255,0.098944
256,0.099137
