16,6.181027
32,6.344140
48,6.600481
64,6.761857
80,12.762975
96,13.132471
112,13.328126
128,13.561090
144,19.342444
160,19.732590
176,19.956796
192,20.282451
208,25.932619
224,26.312180
240,26.606839
256,26.993577
272,32.522620
288,32.923495
304,33.234689
320,33.760027
336,39.137065
352,39.501975
368,39.802474
384,40.468804
400,45.713261
416,46.081712
432,46.462729
448,47.200808
464,52.332485
480,52.698248
496,53.078306
512,53.960074
528,58.910409
544,59.311296
560,59.676193
576,60.711679
592,65.491551
608,65.873179
624,66.348976
640,67.428768
656,72.105249
672,72.482759
688,72.909288
704,74.225228
720,78.659292
736,79.095389
752,79.525162
768,80.997782
784,85.343955
800,85.727607
816,86.120156
832,87.716450
848,91.926235
864,92.343723
880,92.780131
896,94.469418
912,98.568904
928,98.959951
944,99.432890
960,101.259761
976,105.153607
992,105.562497
1008,106.032134
1024,108.010692
